CANCUN,VIVA,VB 1038,19:00,A TIEMPO,G
CHICAGO,VIVA,VB 186,19:00,A TIEMPO,B
ZACATECAS,AEROMEXICO,AM 2646,19:00,A TIEMPO,S/D
REYNOSA,VIVA,VB 1198,19:05,A TIEMPO,B
GUADALAJARA,AEROMEXICO,AM 254,19:05,A TIEMPO,S/D
MEDELLIN,AEROMEXICO,AM 798,19:05,A TIEMPO,S/D
MERIDA YUC,VIVA,VB 1108,19:10,A TIEMPO,B
L.ANGELES,AEROMEXICO,AM 648,19:10,A TIEMPO,S/D
MONTERREY,AEROMEXICO,AM 952,19:10,A TIEMPO,S/D
TUXTLA,VOLARIS,Y4 794,19:15,A TIEMPO,G
MADRID,IBERIA,IB 6402,19:20,A TIEMPO,G
VILLAHERMO,AEROMEXICO,AM 892,19:20,A TIEMPO,S/D
ROMA/FIUM,AEROMEXICO,AM 70,19:30,A TIEMPO,S/D
L.ANGELES,VOLARIS,Y4 926,19:45,A TIEMPO,B
OAXACA,AEROMEXICO,AM 2056,19:50,A TIEMPO,S/D
FRANKFURT,LUFTHANSA,LH 499,19:50,A TIEMPO,G
CD. JUAREZ,AEROMEXICO,AM 121,19:55,A TIEMPO,S/D
TUXTLA,VIVA,VB 1228,19:55,A TIEMPO,B
P.VALLARTA,VOLARIS,Y4 538,19:55,A TIEMPO,G
CAMPECHE,AEROMEXICO,AM 2442,20:00,A TIEMPO,S/D
SANTIAGO C,LATAM,LA 621,20:00,A TIEMPO,S/D
MERIDA YUC,AEROMEXICO,AM 848,20:00,A TIEMPO,S/D
MONTERREY,VIVA,VB 1358,20:05,A TIEMPO,B
L.ANGELES,VIVA,VB 146,20:05,A TIEMPO,J
MAZATLAN,AEROMEXICO,AM 360,20:05,A TIEMPO,S/D
AMSTERDAM,KLM,KL 686,20:05,A TIEMPO,J
MONTERREY,AEROMEXICO,AM 956,20:05,A TIEMPO,S/D
VILLAHERMO,VIVA,VB 1286,20:10,A TIEMPO,B
ACAPULCO,AEROMEXICO,AM 310,20:10,A TIEMPO,S/D
GUADALAJARA,VOLARIS,Y4 852,20:10,A TIEMPO,G
CANCUN,AEROMEXICO,AM 554,20:15,A TIEMPO,S/D
GUADALAJARA,AEROMEXICO,AM 256,20:20,A TIEMPO,S/D
MEXICALI,VOLARIS,Y4 336,20:20,A TIEMPO,G
SJ. D CABO,AEROMEXICO,AM 388,20:20,A TIEMPO,S/D
SAN JOSE CR,AEROMEXICO,AM 656,20:20,A TIEMPO,S/D
TORREON C,AEROMEXICO,AM 108,20:25,A TIEMPO,S/D
BOGOTA CO,VIVA,VB 192,20:25,A TIEMPO,J
GUADALAJARA,VOLARIS,Y4 728,20:25,A TIEMPO,B
P.ESCONDIDO,VIVA,VB 1188,20:30,A TIEMPO,J
TIJUANA,VIVA,VB 1250,20:30,A TIEMPO,G
MERIDA YUC,VOLARIS,Y4 758,20:30,A TIEMPO,B
VERACRUZ,AEROMEXICO,AM 862,20:30,A TIEMPO,S/D
LEON/BAJIO,AEROMEXICO,AM 158,20:35,A TIEMPO,S/D
VILLAHERMO,AEROMEXICO,AM 812,20:35,A TIEMPO,S/D
DURANGO,AEROMEXICO,AM 2430,20:40,A TIEMPO,S/D
TIJUANA,AEROMEXICO,AM 194,20:45,A TIEMPO,S/D
TAMPICO,AEROMEXICO,AM 2418,20:55,A TIEMPO,S/D
CHIHUAHUA,AEROMEXICO,AM 148,21:00,A TIEMPO,S/D
CANCUN,AEROMEXICO,AM 558,21:00,A TIEMPO,S/D
MERIDA YUC,AEROMEXICO,AM 840,21:00,A TIEMPO,S/D
MONTERREY,AEROMEXICO,AM 960,21:00,A TIEMPO,S/D
CULIACAN,AEROMEXICO,AM 168,21:10,A TIEMPO,S/D
P.VALLARTA,AEROMEXICO,AM 340,21:10,A TIEMPO,S/D
TIJUANA,VIVA,VB 1248,21:15,A TIEMPO,G
MEXICALI,AEROMEXICO,AM 190,21:15,A TIEMPO,S/D
S.LUIS POTOSI,AEROMEXICO,AM 2438,21:15,A TIEMPO,S/D
TUXTLA,AEROMEXICO,AM 320,21:15,A TIEMPO,S/D
OAXACA,AEROMEXICO,AM 2136,21:20,A TIEMPO,S/D
AGUASCALIE,AEROMEXICO,AM 2640,21:20,A TIEMPO,S/D
HERMOSILLO,AEROMEXICO,AM 1702,21:30,A TIEMPO,S/D
MORELIA MI,AEROMEXICO,AM 726,21:30,A TIEMPO,S/D
GUADALAJARA,AEROMEXICO,AM 262,21:40,A TIEMPO,S/D
MADRID,AEROMEXICO,AM 21,21:50,A TIEMPO,S/D
MERIDA YUC,AEROMEXICO,AM 842,21:50,A TIEMPO,S/D
CANCUN,VIVA,VB 1374,21:55,A TIEMPO,B
MONTERREY,AEROMEXICO,AM 964,21:55,A TIEMPO,S/D
PARIS-CDG,AIRFRANCE,AF 173,22:00,A TIEMPO,G
LONDRES,BRITISH AIRWAYS,BA 242,22:00,A TIEMPO,G
QUERETARO,AEROMEXICO,AM 2466,22:15,A TIEMPO,S/D
LIMA,VOLARIS,Y4 340,22:25,A TIEMPO,G
GUADALAJARA,VIVA,VB 1070,22:35,A TIEMPO,B
LONDRES,AEROMEXICO,AM 7,22:35,A TIEMPO,S/D
TORONTO,AEROMEXICO,AM 692,22:40,A TIEMPO,S/D
MONTERREY,VIVA,VB 1144,22:50,A TIEMPO,B
TIJUANA,VOLARIS,Y4 868,23:05,A TIEMPO,B
NEW YORK,AMERICAN AIRLINES,AA 2996,23:15,A TIEMPO,J
BOGOTA CO,AVIANCA,AV 23,23:20,A TIEMPO,J
ST DOMINGO,AEROMEXICO,AM 654,23:55,A TIEMPO,S/D
TORONTO,AIR CANADA,AC 992,23:55,A TIEMPO,G
QUERETARO,AeroMexico,ARO123,12:20,TIEMPO,B
